datetime,portfolio_value,cash,positions,return
2023-12-15 08:30:00-05:00,100000.0,100000.0,[],
2023-12-15 09:30:00-05:00,100000.0,100000.0,[],0.0
2023-12-15 09:30:00-05:00,100000.0,100000.0,[],0.0
2023-12-16 09:30:00-05:00,100000.0,95305.10009765625,"[{'asset': SPY, 'quantity': 10.0}]",0.0
2023-12-17 09:30:00-05:00,100000.0,95305.10009765625,"[{'asset': SPY, 'quantity': 10.0}]",0.0
2023-12-18 09:30:00-05:00,100014.90020751953,95305.10009765625,"[{'asset': SPY, 'quantity': 10.0}]",0.00014900207519530362
2023-12-19 09:30:00-05:00,100030.40008544922,95305.10009765625,"[{'asset': SPY, 'quantity': 10.0}]",0.00015497568759781366
2023-12-20 09:30:00-05:00,100044.70001220703,95305.10009765625,"[{'asset': SPY, 'quantity': 10.0}]",0.00014295580889012172
2023-12-21 09:30:00-05:00,100018.3999633789,95305.10009765625,"[{'asset': SPY, 'quantity': 10.0}]",-0.00026288297955734397
2023-12-22 09:30:00-05:00,100043.69995117188,95305.10009765625,"[{'asset': SPY, 'quantity': 10.0}]",0.0002529533346087298
2023-12-23 09:30:00-05:00,100043.69995117188,95305.10009765625,"[{'asset': SPY, 'quantity': 10.0}]",0.0
2023-12-24 09:30:00-05:00,100043.69995117188,95305.10009765625,"[{'asset': SPY, 'quantity': 10.0}]",0.0
2023-12-25 09:30:00-05:00,100043.69995117188,95305.10009765625,"[{'asset': SPY, 'quantity': 10.0}]",0.0
2023-12-26 09:30:00-05:00,100045.80017089844,95305.10009765625,"[{'asset': SPY, 'quantity': 10.0}]",2.099302332458919e-05
2023-12-27 09:30:00-05:00,100059.50012207031,95305.10009765625,"[{'asset': SPY, 'quantity': 10.0}]",0.00013693679443282925
2023-12-28 09:30:00-05:00,100073.90014648438,95305.10009765625,"[{'asset': SPY, 'quantity': 10.0}]",0.00014391461476925826
2023-12-29 09:30:00-05:00,100070.0,95305.10009765625,"[{'asset': SPY, 'quantity': 10.0}]",-3.89726639880017e-05
2023-12-30 09:30:00-05:00,100070.0,95305.10009765625,"[{'asset': SPY, 'quantity': 10.0}]",0.0
2024-01-02 15:59:00-05:00,100026.70013427734,95305.10009765625,"[{'asset': SPY, 'quantity': 10.0}]",-0.0004326957701874523
2024-01-02 16:00:00-05:00,100026.70013427734,95305.10009765625,"[{'asset': SPY, 'quantity': 10.0}]",0.0
