time,side,status,filled_quantity,symbol,asset.asset_type,asset.right,asset.strike,asset.expiration,price,type,asset.multiplier,trade_cost
2023-12-15 09:30:00-05:00,buy,new,,SPY,stock,,0.0,,,market,1,
2023-12-15 09:30:00-05:00,buy,fill,10.0,SPY,stock,,0.0,,469.489990234375,market,1,0.0
