time,side,status,filled_quantity,symbol,asset.asset_type,asset.right,asset.strike,asset.expiration,price,type,asset.multiplier,trade_cost
2023-12-22 09:30:00-05:00,sell,new,,SPY,stock,,0.0,,,market,1,
2023-12-22 09:30:00-05:00,sell,fill,106.0,SPY,stock,,0.0,,473.8599853515625,market,1,0.0
