datetime,portfolio_value,cash,positions,return
2023-12-15 08:30:00-05:00,100000.0,100000.0,[],
2023-12-15 09:30:00-05:00,100000.0,100000.0,[],0.0
2023-12-15 09:30:00-05:00,100000.0,100000.0,[],0.0
2023-12-16 09:30:00-05:00,104694.89990234375,100000.0,"[{'asset': SPY, 'quantity': 10.0}]",0.04694899902343752
2023-12-17 09:30:00-05:00,104694.89990234375,100000.0,"[{'asset': SPY, 'quantity': 10.0}]",0.0
2023-12-18 09:30:00-05:00,104709.80010986328,100000.0,"[{'asset': SPY, 'quantity': 10.0}]",0.00014232028048577483
2023-12-19 09:30:00-05:00,104725.29998779297,100000.0,"[{'asset': SPY, 'quantity': 10.0}]",0.00014802700333138574
2023-12-20 09:30:00-05:00,104739.59991455078,100000.0,"[{'asset': SPY, 'quantity': 10.0}]",0.0001365470116532208
2023-12-21 09:30:00-05:00,104713.29986572266,100000.0,"[{'asset': SPY, 'quantity': 10.0}]",-0.00025109938217804384
2023-12-22 09:30:00-05:00,104738.59985351562,100000.0,"[{'asset': SPY, 'quantity': 10.0}]",0.0002416119807646666
2023-12-23 09:30:00-05:00,104738.59985351562,100000.0,"[{'asset': SPY, 'quantity': 10.0}]",0.0
2023-12-24 09:30:00-05:00,104738.59985351562,100000.0,"[{'asset': SPY, 'quantity': 10.0}]",0.0
2023-12-25 09:30:00-05:00,104738.59985351562,100000.0,"[{'asset': SPY, 'quantity': 10.0}]",0.0
2023-12-26 09:30:00-05:00,104740.70007324219,100000.0,"[{'asset': SPY, 'quantity': 10.0}]",2.0052012624782733e-05
2023-12-27 09:30:00-05:00,104754.40002441406,100000.0,"[{'asset': SPY, 'quantity': 10.0}]",0.00013079873594779023
2023-12-28 09:30:00-05:00,104768.80004882812,100000.0,"[{'asset': SPY, 'quantity': 10.0}]",0.00013746462593178244
2023-12-29 09:30:00-05:00,104764.89990234375,100000.0,"[{'asset': SPY, 'quantity': 10.0}]",-3.722622080770677e-05
2023-12-30 09:30:00-05:00,104764.89990234375,100000.0,"[{'asset': SPY, 'quantity': 10.0}]",0.0
2024-01-02 15:59:00-05:00,104721.6000366211,100000.0,"[{'asset': SPY, 'quantity': 10.0}]",-0.00041330508369707974
2024-01-02 16:00:00-05:00,104721.6000366211,100000.0,"[{'asset': SPY, 'quantity': 10.0}]",0.0
