datetime,portfolio_value,cash,positions,return
2023-11-29 08:30:00-05:00,100000.0,100000.0,[],
2023-11-29 09:30:00-05:00,100000.0,100000.0,[],0.0
2023-11-29 09:30:00-05:00,100000.0,100000.0,[],0.0
2023-11-30 09:30:00-05:00,100000.0,100000.0,[],0.0
2023-12-01 09:30:00-05:00,100000.0,100000.0,[],0.0
2023-12-02 09:30:00-05:00,100000.0,100000.0,[],0.0
2023-12-03 09:30:00-05:00,100000.0,100000.0,[],0.0
2023-12-04 09:30:00-05:00,100000.0,100000.0,[],0.0
2023-12-05 09:30:00-05:00,100000.0,100000.0,[],0.0
2023-12-06 09:30:00-05:00,100000.0,100000.0,[],0.0
2023-12-07 09:30:00-05:00,100000.0,100000.0,[],0.0
2023-12-08 09:30:00-05:00,100000.0,100000.0,[],0.0
2023-12-09 09:30:00-05:00,100000.0,100000.0,[],0.0
2023-12-10 09:30:00-05:00,100000.0,100000.0,[],0.0
2023-12-11 09:30:00-05:00,100000.0,100000.0,[],0.0
2023-12-12 09:30:00-05:00,100000.0,100000.0,[],0.0
2023-12-13 09:30:00-05:00,100000.0,100000.0,[],0.0
2023-12-14 09:30:00-05:00,100000.0,100000.0,[],0.0
2023-12-15 09:30:00-05:00,100000.0,100000.0,[],0.0
2023-12-16 09:30:00-05:00,100000.0,100000.0,[],0.0
2023-12-17 09:30:00-05:00,100000.0,100000.0,[],0.0
2023-12-18 09:30:00-05:00,100000.0,100000.0,[],0.0
2023-12-19 09:30:00-05:00,100000.0,100000.0,[],0.0
2023-12-20 09:30:00-05:00,100000.0,100000.0,[],0.0
2023-12-21 09:30:00-05:00,100000.0,100000.0,[],0.0
2023-12-22 09:30:00-05:00,100000.0,100000.0,[],0.0
2023-12-23 09:30:00-05:00,90048.94030761719,100000.0,"[{'asset': SPY, 'quantity': -21.0}]",-0.09951059692382813
2023-12-24 09:30:00-05:00,90048.94030761719,100000.0,"[{'asset': SPY, 'quantity': -21.0}]",0.0
2023-12-25 09:30:00-05:00,90048.94030761719,100000.0,"[{'asset': SPY, 'quantity': -21.0}]",0.0
2023-12-26 09:30:00-05:00,90044.5298461914,100000.0,"[{'asset': SPY, 'quantity': -21.0}]",-4.897849336948923e-05
2023-12-27 09:30:00-05:00,90015.75994873047,100000.0,"[{'asset': SPY, 'quantity': -21.0}]",-0.0003195074427072564
2023-12-28 09:30:00-05:00,89985.51989746094,100000.0,"[{'asset': SPY, 'quantity': -21.0}]",-0.0003359417427210021
2023-12-29 09:30:00-05:00,89993.71020507812,100000.0,"[{'asset': SPY, 'quantity': -21.0}]",9.101806186739836e-05
2024-01-02 15:59:00-05:00,90084.6399230957,100000.0,"[{'asset': SPY, 'quantity': -21.0}]",0.0010104008136830878
2024-01-02 16:00:00-05:00,90084.6399230957,100000.0,"[{'asset': SPY, 'quantity': -21.0}]",0.0
2024-01-02 16:00:00-05:00,90084.6399230957,100000.0,"[{'asset': SPY, 'quantity': -21.0}]",0.0
